Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,ctr,cpc,cpm,conversion_rate,roas
A2480,Data Analytcis Course,118.0,4360.0,232.09,10.0,9.0,0.076,1252.0,,HYDERABAD,desktop,data anaytics training,0.02706422018348624,1.966864406779661,53.23165137614679,0.07627118644067797,5.394459046059718
A2481,Data Analytcis Course,164.0,5120.0,185.69,10.0,5.0,0.031,1597.0,,HYDERABAD,tablet,analytics for data,0.03203125,1.1322560975609757,36.267578125,0.03048780487804878,8.600355431094835
A2482,Data Analytcis Course,166.0,3887.0,192.0,24.0,9.0,0.054,1890.0,2024-11-13,HYDERABAD,tablet,data analytics course,0.042706457422176484,1.1566265060240963,49.395420632878825,0.05421686746987952,9.84375
A2483,Data Analytcis Course,88.0,3909.0,189.57,30.0,10.0,0.114,1750.0,,HYDERABAD,desktop,data anaytics training,0.02251215144538245,2.1542045454545455,48.49577897160399,0.11363636363636363,9.231418473387139
A2484,Data Analytcis Course,125.0,3017.0,232.51,14.0,7.0,,1510.0,2024-11-08,HYDERABAD,tablet,data anaytics training,0.04143188597944979,1.86008,77.06662247265496,0.056,6.49434432927616
A2485,Data Analytcis Course,,5127.0,206.95,26.0,5.0,,1902.0,,HYDERABAD,desktop,online data analytic,,,40.364735712892525,,9.190625755013288
A2486,Data Analytcis Course,151.0,3992.0,212.42,10.0,9.0,0.06,1890.0,2024-11-26,HYDERABAD,tablet,learn data analytics,0.037825651302605214,1.406754966887417,53.21142284569138,0.059602649006622516,8.897467281800207
A2487,Data Analytcis Course,182.0,3554.0,181.74,18.0,4.0,0.022,1933.0,,HYDERABAD,tablet,learn data analytics,0.051209904333145755,0.9985714285714287,51.13674732695554,0.02197802197802198,10.636073511609991
A2488,Data Analytcis Course,84.0,4051.0,196.83,21.0,4.0,0.048,1094.0,2024-11-14,HYDERABAD,mobile,online data analytic,0.020735620834361885,2.3432142857142857,48.58800296223155,0.047619047619047616,5.5580958187268195
A2489,Data Analytcis Course,127.0,3541.0,239.47,16.0,10.0,0.079,1474.0,2024-11-25,HYDERABAD,tablet,data anaytics training,0.035865574696413445,1.8855905511811024,67.62778876023721,0.07874015748031496,6.155259531465319
A2490,Data Analytcis Course,104.0,5878.0,228.79,21.0,3.0,0.05,1101.0,,HYDERABAD,mobile,data analytics course,0.017693092888737667,2.199903846153846,38.92310309629125,0.028846153846153848,4.812273263691595
A2491,Data Analytcis Course,161.0,4611.0,228.34,26.0,7.0,0.043,1473.0,,HYDERABAD,tablet,data analitics online,0.03491650401214487,1.4182608695652175,49.520711342441984,0.043478260869565216,6.450906542874661
A2492,Data Analytcis Course,141.0,4764.0,187.72,28.0,4.0,0.028,1428.0,2024-11-16,HYDERABAD,mobile,analytics for data,0.02959697732997481,1.3313475177304965,39.40386230058774,0.028368794326241134,7.6070743660771365
A2493,Data Analytcis Course,186.0,4603.0,191.84,26.0,9.0,0.047,1918.0,,HYDERABAD,desktop,learn data analytics,0.04040842928524875,1.0313978494623657,41.67716706495764,0.04838709677419355,9.997914929107589
A2494,Data Analytcis Course,,5003.0,195.4,15.0,7.0,,1273.0,,HYDERABAD,desktop,data anaytics training,,,39.056566060363785,,6.514841351074718
A2495,Data Analytcis Course,124.0,5212.0,190.83,13.0,6.0,0.048,1399.0,2024-11-07,HYDERABAD,desktop,data analytics course,0.023791250959324637,1.538951612903226,36.61358403683806,0.04838709677419355,7.3311324215270135
A2496,Data Analytcis Course,97.0,5285.0,249.65,12.0,7.0,0.051,1411.0,,HYDERABAD,desktop,data anaytics training,0.018353831598864712,2.5737113402061857,47.237464522232735,0.07216494845360824,5.651912677748848
A2497,Data Analytcis Course,111.0,3177.0,224.51,18.0,8.0,,1946.0,2024-11-25,HYDERABAD,desktop,learn data analytics,0.03493862134088763,2.0226126126126127,70.6672961913755,0.07207207207207207,8.667765355663445
A2498,Data Analytcis Course,93.0,5571.0,185.71,12.0,7.0,0.075,1630.0,,HYDERABAD,tablet,online data analytic,0.01669359181475498,1.9968817204301077,33.33512834320589,0.07526881720430108,8.777125625975984
A2499,Data Analytcis Course,92.0,3237.0,245.48,15.0,6.0,0.065,,,HYDERABAD,desktop,data analitics online,0.02842137781896818,2.6682608695652172,75.83565029348162,0.06521739130434782,
A2500,Data Analytcis Course,138.0,5314.0,198.39,17.0,10.0,0.072,1250.0,2024-11-20,HYDERABAD,desktop,online data analytic,0.025969138125705685,1.4376086956521739,37.33345878810689,0.07246376811594203,6.300720802459802
A2501,Data Analytcis Course,129.0,4452.0,196.06,10.0,9.0,0.053,1069.0,,HYDERABAD,tablet,learn data analytics,0.028975741239892182,1.51984496124031,44.03863432165319,0.06976744186046512,5.452412526777517
A2502,Data Analytcis Course,183.0,3920.0,235.79,20.0,7.0,0.038,1238.0,2024-11-17,HYDERABAD,mobile,data anaytics training,0.04668367346938775,1.288469945355191,60.150510204081634,0.03825136612021858,5.250434708851096
A2503,Data Analytcis Course,154.0,4603.0,214.0,20.0,3.0,0.019,1709.0,2024-11-18,HYDERABAD,tablet,data analytics course,0.03345644145122746,1.3896103896103895,46.49141864001738,0.01948051948051948,7.985981308411215
A2504,Data Analytcis Course,95.0,4938.0,204.5,12.0,6.0,0.046,1494.0,,HYDERABAD,tablet,data anaytics training,0.01923855812069664,2.1526315789473682,41.41352774402592,0.06315789473684211,7.30562347188264
A2505,Data Analytcis Course,173.0,5291.0,,23.0,8.0,,1557.0,,HYDERABAD,mobile,data analitics online,0.032697032697032696,,,0.046242774566473986,
A2506,Data Analytcis Course,112.0,4072.0,211.56,17.0,10.0,0.089,1229.0,,HYDERABAD,desktop,analytics for data,0.0275049115913556,1.8889285714285715,51.95481335952849,0.08928571428571429,5.809226696918132
A2507,Data Analytcis Course,170.0,5953.0,186.11,25.0,8.0,,1080.0,2024-11-26,HYDERABAD,mobile,data analitics online,0.02855703006887284,1.094764705882353,31.26322862422308,0.047058823529411764,5.803019719520713
A2508,Data Analytcis Course,96.0,,232.87,,10.0,0.053,1162.0,,HYDERABAD,mobile,learn data analytics,,2.4257291666666667,,0.10416666666666667,4.989908532657706
A2509,Data Analytcis Course,113.0,3104.0,230.92,28.0,9.0,0.08,1422.0,,HYDERABAD,tablet,data analytics course,0.036404639175257734,2.0435398230088495,74.39432989690721,0.07964601769911504,6.157976788498181
A2510,Data Analytcis Course,145.0,4882.0,217.25,22.0,3.0,0.021,1814.0,2024-11-19,HYDERABAD,mobile,analytics for data,0.0297009422367882,1.4982758620689656,44.50020483408439,0.020689655172413793,8.34982738780207
A2511,Data Analytcis Course,83.0,3212.0,243.86,25.0,4.0,0.048,1612.0,2024-11-19,HYDERABAD,mobile,data analytics course,0.025840597758405977,2.9380722891566267,75.92154420921544,0.04819277108433735,6.610350200934962
A2512,Data Analytcis Course,90.0,4973.0,181.04,23.0,5.0,0.056,1039.0,,HYDERABAD,desktop,online data analytic,0.0180977277297406,2.0115555555555553,36.40458475769153,0.05555555555555555,5.739063190455148
A2513,Data Analytcis Course,140.0,5227.0,222.57,27.0,3.0,0.021,1527.0,2024-11-18,HYDERABAD,desktop,learn data analytics,0.026784006122058543,1.5897857142857141,42.58083030418978,0.02142857142857143,6.860762906052029
A2514,Data Analytcis Course,111.0,5434.0,181.05,10.0,5.0,0.045,1627.0,,HYDERABAD,mobile,data anaytics training,0.02042694147957306,1.6310810810810812,33.317997791682004,0.04504504504504504,8.986467826567246
A2515,Data Analytcis Course,105.0,3300.0,180.25,22.0,10.0,0.095,1640.0,2024-11-21,HYDERABAD,mobile,online data analytic,0.031818181818181815,1.7166666666666666,54.62121212121212,0.09523809523809523,9.098474341192787
A2516,Data Analytcis Course,181.0,4857.0,215.59,13.0,8.0,0.044,1883.0,2024-11-23,HYDERABAD,desktop,learn data analytics,0.03726580193535104,1.1911049723756906,44.38748198476426,0.04419889502762431,8.734171343754348
A2517,Data Analytcis Course,189.0,4019.0,248.09,16.0,6.0,0.045,1378.0,,HYDERABAD,tablet,online data analytic,0.047026623538193583,1.3126455026455026,61.72928589201294,0.031746031746031744,5.554435890201137
A2518,Data Analytcis Course,138.0,5495.0,220.69,19.0,5.0,0.036,1624.0,,HYDERABAD,tablet,online data analytic,0.02511373976342129,1.5992028985507247,40.16196542311192,0.036231884057971016,7.358738501971091
A2519,Data Analytcis Course,178.0,5218.0,208.92,20.0,7.0,0.039,1714.0,,HYDERABAD,mobile,analytics for data,0.03411268685320046,1.1737078651685393,40.038328861632806,0.03932584269662921,8.204097262109899
A2520,Data Analytcis Course,155.0,5996.0,247.54,15.0,5.0,0.032,1883.0,,HYDERABAD,mobile,analytics for data,0.025850567044696463,1.597032258064516,41.284189459639755,0.03225806451612903,7.6068514179526545
A2521,Data Analytcis Course,168.0,4932.0,198.95,16.0,7.0,0.052,1301.0,,HYDERABAD,desktop,data anaytics training,0.0340632603406326,1.1842261904761904,40.33860502838605,0.041666666666666664,6.539331490324202
A2522,Data Analytcis Course,152.0,4498.0,233.81,30.0,6.0,0.039,1090.0,,HYDERABAD,desktop,data analitics online,0.03379279679857715,1.5382236842105264,51.98088039128502,0.039473684210526314,4.661904965570335
A2523,Data Analytcis Course,111.0,4164.0,191.04,18.0,9.0,,1687.0,,HYDERABAD,tablet,data anaytics training,0.026657060518731988,1.721081081081081,45.87896253602305,0.08108108108108109,8.830611390284757
A2524,Data Analytcis Course,141.0,4329.0,230.44,14.0,6.0,0.043,1610.0,,HYDERABAD,mobile,learn data analytics,0.03257103257103257,1.6343262411347517,53.23169323169323,0.0425531914893617,6.986634264884569
A2525,Data Analytcis Course,97.0,5764.0,246.15,30.0,7.0,,1345.0,,HYDERABAD,mobile,analytics for data,0.01682859125607217,2.5376288659793813,42.70471894517696,0.07216494845360824,5.464147877310583
A2526,Data Analytcis Course,82.0,5430.0,205.46,18.0,5.0,0.061,1435.0,2024-11-30,HYDERABAD,mobile,online data analytic,0.015101289134438306,2.505609756097561,37.83793738489871,0.06097560975609756,6.984327849703105
A2527,Data Analytcis Course,164.0,5179.0,206.72,18.0,9.0,0.055,1213.0,2024-11-27,HYDERABAD,tablet,data analytics course,0.03166634485421896,1.2604878048780488,39.915041513805754,0.054878048780487805,5.867840557275541
A2528,Data Analytcis Course,109.0,5707.0,246.86,22.0,4.0,0.034,1980.0,,HYDERABAD,tablet,data analitics online,0.019099351673383565,2.2647706422018348,43.255650954967585,0.03669724770642202,8.02074050068865
A2529,Data Analytcis Course,126.0,3263.0,237.54,,9.0,,1364.0,,HYDERABAD,mobile,data analitics online,0.03861477168250076,1.8852380952380952,72.79803861477167,0.07142857142857142,5.742190788919761
A2530,Data Analytcis Course,175.0,5718.0,225.4,19.0,6.0,0.057,1001.0,,HYDERABAD,tablet,analytics for data,0.030605106680657572,1.288,39.419377404686955,0.03428571428571429,4.440993788819876
A2531,Data Analytcis Course,96.0,5075.0,221.28,25.0,3.0,0.038,1937.0,,HYDERABAD,desktop,learn data analytics,0.018916256157635467,2.305,43.60197044334976,0.03125,8.753615328994938
A2532,Data Analytcis Course,113.0,4473.0,202.3,17.0,5.0,0.044,1049.0,,HYDERABAD,tablet,online data analytic,0.02526268723451822,1.7902654867256638,45.22691705790297,0.04424778761061947,5.1853682649530395
A2533,Data Analytcis Course,96.0,3979.0,232.44,27.0,7.0,,1140.0,,HYDERABAD,mobile,learn data analytics,0.02412666499120382,2.42125,58.41668760995225,0.07291666666666667,4.9044914816726894
A2534,Data Analytcis Course,162.0,5688.0,190.31,17.0,5.0,0.031,1556.0,,HYDERABAD,tablet,data analytics course,0.028481012658227847,1.174753086419753,33.45815752461322,0.030864197530864196,8.176133676632862
A2535,Data Analytcis Course,125.0,3546.0,234.02,23.0,10.0,,1072.0,,HYDERABAD,desktop,analytics for data,0.03525098702763677,1.87216,65.99548787366047,0.08,4.580805059396632
A2536,Data Analytcis Course,89.0,4188.0,206.71,16.0,4.0,0.045,1382.0,,HYDERABAD,tablet,online data analytic,0.02125119388729704,2.3225842696629213,49.35768863419293,0.0449438202247191,6.6856949349329975
A2537,Data Analytcis Course,99.0,4134.0,234.04,18.0,3.0,0.03,1683.0,,HYDERABAD,desktop,learn data analytics,0.023947750362844702,2.364040404040404,56.613449443638125,0.030303030303030304,7.1910784481285255
A2538,Data Analytcis Course,91.0,4710.0,199.18,21.0,9.0,0.099,1431.0,2024-11-10,HYDERABAD,tablet,data analytics course,0.019320594479830148,2.188791208791209,42.288747346072185,0.0989010989010989,7.18445627070991
A2539,Data Analytcis Course,141.0,4654.0,192.19,21.0,6.0,0.043,1932.0,,HYDERABAD,mobile,analytics for data,0.030296519123334767,1.363049645390071,41.295659647614954,0.0425531914893617,10.052552161923098
A2540,Data Analytcis Course,110.0,5509.0,245.38,13.0,8.0,0.048,1539.0,,HYDERABAD,mobile,learn data analytics,0.01996732619350154,2.2307272727272727,44.54165910328553,0.07272727272727272,6.271904800717255
A2541,Data Analytcis Course,96.0,3091.0,187.57,11.0,,,1737.0,,HYDERABAD,tablet,data analytics course,0.03105791006146878,1.9538541666666667,60.682626981559366,,9.260542730713867
A2542,Data Analytcis Course,85.0,4653.0,196.73,23.0,6.0,0.071,1032.0,,HYDERABAD,mobile,data analytics course,0.018267784225231034,2.314470588235294,42.28024930152589,0.07058823529411765,5.245768311899558
A2543,Data Analytcis Course,151.0,5389.0,227.07,18.0,10.0,0.057,1318.0,2024-11-20,HYDERABAD,desktop,data anaytics training,0.028020040823900538,1.503774834437086,42.13583225088143,0.06622516556291391,5.804377504734223
A2544,Data Analytcis Course,139.0,5290.0,208.43,28.0,4.0,0.051,1022.0,,HYDERABAD,tablet,data analitics online,0.026275992438563326,1.4994964028776978,39.400756143667294,0.02877697841726619,4.903324857266228
A2545,Data Analytcis Course,120.0,3060.0,197.96,,8.0,0.067,1679.0,2024-11-23,HYDERABAD,tablet,analytics for data,0.0392156862745098,1.6496666666666668,64.69281045751634,0.06666666666666667,8.481511416447766
A2546,Data Analytcis Course,109.0,4444.0,219.46,12.0,9.0,0.083,1159.0,,HYDERABAD,mobile,data anaytics training,0.024527452745274528,2.013394495412844,49.383438343834385,0.08256880733944955,5.2811446277225915
A2547,Data Analytcis Course,145.0,3509.0,181.11,19.0,10.0,0.048,1627.0,,HYDERABAD,mobile,online data analytic,0.04132231404958678,1.2490344827586208,51.612995155314906,0.06896551724137931,8.98349069626194
A2548,Data Analytcis Course,151.0,4675.0,183.02,14.0,7.0,0.046,1000.0,2024-11-10,HYDERABAD,mobile,analytics for data,0.032299465240641714,1.2120529801324504,39.14866310160428,0.046357615894039736,5.463883728554256
A2549,Data Analytcis Course,108.0,5869.0,226.93,16.0,7.0,0.065,1633.0,,HYDERABAD,desktop,analytics for data,0.018401772022491054,2.1012037037037037,38.6658715283694,0.06481481481481481,7.196051645881989
A2550,Data Analytcis Course,166.0,3992.0,205.9,15.0,8.0,0.048,1899.0,,HYDERABAD,desktop,analytics for data,0.04158316633266533,1.2403614457831325,51.578156312625254,0.04819277108433735,9.222923749392908
A2551,Data Analytcis Course,134.0,4172.0,191.8,26.0,5.0,0.037,1170.0,2024-11-18,HYDERABAD,tablet,online data analytic,0.03211888782358581,1.4313432835820896,45.97315436241611,0.03731343283582089,6.100104275286757
A2552,Data Analytcis Course,104.0,5926.0,224.63,17.0,8.0,,1239.0,,HYDERABAD,mobile,learn data analytics,0.017549780627742154,2.159903846153846,37.90583867701654,0.07692307692307693,5.515736989716423
A2553,Data Analytcis Course,,5785.0,195.39,15.0,10.0,,1296.0,,HYDERABAD,tablet,analytics for data,,,33.7752808988764,,6.632888070013819
A2554,Data Analytcis Course,160.0,5664.0,210.58,16.0,9.0,,1836.0,2024-11-07,HYDERABAD,mobile,data anaytics training,0.02824858757062147,1.316125,37.17867231638419,0.05625,8.718776711938455
A2555,Data Analytcis Course,147.0,5930.0,248.18,22.0,10.0,0.068,1743.0,,HYDERABAD,desktop,analytics for data,0.02478920741989882,1.6882993197278913,41.85160202360877,0.06802721088435375,7.023128374566847
A2556,Data Analytcis Course,196.0,3656.0,240.44,15.0,6.0,0.052,1894.0,,HYDERABAD,tablet,analytics for data,0.053610503282275714,1.226734693877551,65.76586433260394,0.030612244897959183,7.877225087339877
A2557,Data Analytcis Course,159.0,5078.0,182.57,30.0,8.0,0.05,1541.0,2024-11-09,HYDERABAD,mobile,data analytics course,0.03131153997636865,1.1482389937106918,35.95313115399763,0.050314465408805034,8.440598126745906
A2558,Data Analytcis Course,104.0,5257.0,220.44,17.0,7.0,0.052,1462.0,2024-11-27,HYDERABAD,mobile,data analitics online,0.019783146281148946,2.1196153846153845,41.93266121361994,0.0673076923076923,6.632190165124297
A2559,Data Analytcis Course,135.0,5582.0,209.14,28.0,5.0,0.037,1912.0,,HYDERABAD,tablet,online data analytic,0.024184879971336438,1.549185185185185,37.46685775707632,0.037037037037037035,9.142201396193938
A2560,Data Analytcis Course,92.0,3097.0,232.27,21.0,,,1905.0,,HYDERABAD,desktop,analytics for data,0.02970616725863739,2.5246739130434785,74.99838553438812,,8.201661859043355
A2561,Data Analytcis Course,136.0,3657.0,236.19,12.0,5.0,0.037,1425.0,,HYDERABAD,mobile,online data analytic,0.03718895269346459,1.7366911764705881,64.58572600492207,0.03676470588235294,6.033278292899785
A2562,Data Analytcis Course,135.0,3198.0,227.48,,6.0,0.044,1882.0,,HYDERABAD,desktop,online data analytic,0.04221388367729831,1.6850370370370369,71.13195747342088,0.044444444444444446,8.273254791630034
A2563,Data Analytcis Course,91.0,5017.0,239.34,15.0,5.0,0.055,,,HYDERABAD,tablet,analytics for data,0.01813832967909109,2.6301098901098903,47.705800279051225,0.054945054945054944,
A2564,Data Analytcis Course,181.0,5343.0,244.02,30.0,9.0,0.038,1639.0,,HYDERABAD,mobile,learn data analytics,0.03387609956953023,1.3481767955801105,45.67097136440202,0.049723756906077346,6.716662568641914
A2565,Data Analytcis Course,,4896.0,207.51,17.0,,,,2024-11-11,HYDERABAD,mobile,data analitics online,,,42.38357843137255,,
A2566,Data Analytcis Course,80.0,5756.0,205.38,16.0,4.0,0.05,1778.0,2024-11-20,HYDERABAD,desktop,online data analytic,0.01389854065323141,2.56725,35.68102849200834,0.05,8.657123381049761
A2567,Data Analytcis Course,155.0,5696.0,236.44,13.0,3.0,0.019,1207.0,2024-11-23,HYDERABAD,mobile,data analitics online,0.027212078651685394,1.5254193548387096,41.50983146067416,0.01935483870967742,5.104889189646422
A2568,Data Analytcis Course,114.0,5683.0,214.42,20.0,8.0,0.07,1474.0,,HYDERABAD,mobile,learn data analytics,0.020059827555868378,1.880877192982456,37.73007214499384,0.07017543859649122,6.874358735192613
A2569,Data Analytcis Course,98.0,4669.0,205.72,16.0,6.0,0.061,1767.0,,HYDERABAD,desktop,analytics for data,0.020989505247376312,2.099183673469388,44.0608267294924,0.061224489795918366,8.589344740423877
A2570,Data Analytcis Course,125.0,3807.0,234.92,11.0,6.0,0.048,,,HYDERABAD,mobile,online data analytic,0.03283425269240872,1.87936,61.707381140005246,0.048,
A2571,Data Analytcis Course,160.0,3163.0,238.95,20.0,8.0,0.05,1569.0,2024-11-26,HYDERABAD,desktop,online data analytic,0.05058488776478027,1.4934375,75.54536832121403,0.05,6.566227244193346
